city,name,latitude,longitude
Los Angeles,LAX El Segundo Dunes Preserve,33.9418718,-118.4377999
Los Angeles,Oxford Square,34.0514321,-118.3256118
Los Angeles,Cameo Woods,34.0200534,-118.3741683
Los Angeles,Hathaway Hills Estates,34.0890738,-118.2633287
Los Angeles,Park La Brea,34.06783,-118.3545781
Los Angeles,Oak Pointe,34.2238085,-118.4834974
Los Angeles,New York Streets,34.0864666,-118.3202582
Los Angeles,Westlake South,34.0546242,-118.2719558
Los Angeles,Flower District,34.0409303,-118.2493226
Los Angeles,Lafayette Park Square,34.0430791,-118.3328261
Los Angeles,University Hills,34.0680365,-118.1703375
Los Angeles,Nordhurst Community,34.2351418,-118.4931811
Los Angeles,The Canyons at Porter Ranch,34.2938503,-118.5857835
Los Angeles,Hillcrest at Porter Ranch,34.2985861,-118.584572
Los Angeles,Westcliffe at Porter Ranch,34.2860199,-118.5770219
Los Angeles,Los Angeles,8.5123748,-82.6143726
Los Angeles,La Gloria,8.5097225,-82.60876
Los Angeles,Yucca Corridor,34.103402,-118.3341421
Los Angeles,Woodland Park Estates,34.2131783,-118.6384102
Los Angeles,Highlands,34.2976316,-118.5599753
Los Angeles,Silver Triangle,34.1409347,-118.3998493
Los Angeles,Cameron Woods,34.1847531,-118.4698556
Los Angeles,Sherwood Forest,34.2291281,-118.512849
Los Angeles,Remington Place,34.1980506,-118.6320504
Los Angeles,Knollwood Country Club Estates,34.2933171,-118.4972795
Los Angeles,Golden Triangle,33.9869341,-118.4484188
Los Angeles,Tuscany at Porter Ranch,34.2799857,-118.5763387
Los Angeles,Ventana at Porter Ranch,34.2784697,-118.5779136
Los Angeles,Aldea at Porter Ranch,34.2761305,-118.5768935
Los Angeles,The Vineyards Apartments at Porter Ranch,34.2773232,-118.5734316
Los Angeles,Tesoro at Porter Ranch,34.2787984,-118.5734632
Los Angeles,Toluca Estates,34.1451742,-118.3599389
Los Angeles,Vanowen Place,34.1933661,-118.5111165
Los Angeles,San Fernando Gardens,34.2677672,-118.4159844
Los Angeles,Melrose Hill,34.0871474,-118.3041022
Los Angeles,Melrose Hill Historic Preservation Overlay Zone,34.0849232,-118.3064471
Los Angeles,Los Angeles,-19.9011062,-44.0722461
Los Angeles,The Heights at Porter Ranch,34.2843364,-118.567169
Los Angeles,The Heights at Porter Ranch,34.2837968,-118.567169
Los Angeles,Sylmar Acres,34.3051615,-118.4732623
Los Angeles,Village Green,34.2940565,-118.4493628
Los Angeles,Alvarado Terrace Historic District,34.0452143,-118.2813146
Los Angeles,Shadow Glen Estates,34.3154002,-118.4582721
Los Angeles,Cagney Ranch Estates,34.2954362,-118.5363478
Los Angeles,Thai Town,34.1018957,-118.3049162
Los Angeles,Little Bangladesh,34.0690455,-118.2954251
Los Angeles,Pueblo de Los Ángeles Historical Monument,34.0564238,-118.2391492
Chicago,Trumbull Park Homes,41.7013009,-87.564448
Chicago,Altgeld Gardens,41.6553306,-87.6002295
Chicago,Forest Glen,41.9791903,-87.7521797
Chicago,Wildwood,42.0046779,-87.7771879
Chicago,Jackson Park Highlands District,41.7699167,-87.5795069
Chicago,O'Keeffe,41.7699366,-87.5714921
Chicago,Parkside,41.7699371,-87.5835124
Chicago,Bryn Mawr East,41.7626171,-87.5711888
Chicago,Unknown,41.7632406,-87.5991782
Chicago,Essex,41.7623088,-87.5903421
Chicago,Bryn Mawr West,41.762366,-87.5806965
Chicago,Brookdale,41.7681898,-87.594499
Chicago,Market District,41.888454,-87.6183199
Chicago,Lakewood Balmoral Historic District,41.9799345,-87.6627491
Chicago,Andersonville,41.9782199,-87.6676151
Chicago,The Island,41.8680089,-87.7716014
Chicago,Fulton Market District,41.8865309,-87.655506
Chicago,Fulton Market District,41.8866869,-87.6521846
Chicago,Unknown,41.8842455,-87.655506
Chicago,South Edgebrook,41.9881383,-87.7540867
Chicago,Jane Byrne Interchange,41.8749503,-87.6461381
Chicago,Wildwood,42.0061573,-87.7770828
Chicago,North Edgebrook,42.0082461,-87.7803325
Chicago,Old Edgebrook,41.9957729,-87.7674271
Chicago,West Argyle Street Historic District,41.9733859,-87.6573858
Chicago,Civic District,41.8882287,-87.6247428
Chicago,Arcade District,41.8874453,-87.6324601
Chicago,The Confluence,41.8867869,-87.6377115
Chicago,River North,41.898641,-87.6422407
Chicago,New East Side,41.8862994,-87.6194368
Houston,Meadowbrook,29.6807881,-95.2610957
Houston,University Green,29.5661096,-95.1080583
Houston,Southmore Plaza,29.6869349,-95.2290337
Houston,Windsor Park Lakes,29.7684912,-95.6982575
Houston,Texas Medical Center,29.702758,-95.3953955
Houston,Oaks Estates,29.7446023,-95.4458393
Houston,Lakes of Parkway,29.7485337,-95.6357284
Houston,Keegans Glen,29.6657929,-95.5887091
Houston,Huntington Village,29.6685348,-95.6029596
Houston,Meadow Park,29.6607401,-95.5921127
Houston,Bayou Place,29.6599406,-95.5767978
Houston,Parkglen West,29.6661127,-95.5806999
Houston,Crestmont Park,29.6374676,-95.3410869
Houston,Crestmont,29.6486542,-95.3378154
Houston,Westwood South,29.6825336,-95.5550023
Houston,Tanglewood,29.7613296,-95.4794345
Houston,Garden Oaks Court,29.818184,-95.4133924
Houston,Village of Oak Forest,29.8360281,-95.4639145
Houston,Garden Oaks Plaza,29.8292166,-95.4133939
Houston,Estates at Cullen Park,29.8091626,-95.6845418
Houston,Long Point Acres,29.8016474,-95.5275663
Houston,Neuen Manor,29.8114129,-95.5227885
Houston,Crestwood,29.7665601,-95.4260285
Houston,North Post Oak Estates,29.7887727,-95.4581955
Houston,Dominion Estates,29.8402989,-95.4241382
Houston,Candlelight Plaza,29.8382896,-95.4227253
Houston,Candlelight Estates,29.8375366,-95.4424689
Houston,Shepherd Park Plaza,29.8336478,-95.4226984
Houston,Candlelight Place,29.8391235,-95.4483095
Houston,Ella Lee Forest,29.8392979,-95.4348368
Houston,Candlelight Woods,29.8392608,-95.4545416
Houston,Candlelight Place,29.8393015,-95.4427534
Houston,Briargrove,29.7480758,-95.4924755
Houston,Bayou Estates,29.6494482,-95.3438094
Houston,Reserve at Washington,29.7866973,-95.4387061
Houston,Uptown,29.7488067,-95.4638653
Houston,Meyerland,29.678729,-95.4679857
Houston,Gulf Palms,29.6281481,-95.2070417
Houston,Linwood Heights,29.9864062,-95.7181439
Houston,Hyde Park,29.9818872,-95.713427
Houston,Wildwood at Oakcrest,30.0407869,-95.6521656
Houston,Yorkwood,29.8553711,-95.4959564
Houston,Deer Ridge Estates,30.0308673,-95.2244899
Houston,Cole Creek Manor,29.8525035,-95.4953349
Houston,Yaupon Grove,29.8491478,-95.5188341
Houston,University Place Townhomes,29.5602835,-95.1102468
Houston,Taylorcrest Condominiums,29.5609095,-95.1139087
Houston,The Cove,29.5677103,-95.1108738
Houston,Baywind Condominiums,29.562241,-95.1137024
Houston,University Trace Condominiums,29.5652464,-95.1119725
Houston,University Green Apartments,29.5643285,-95.1130725
Houston,Pleasantville,29.7640133,-95.2719316
Houston,Groveland Terrace,29.7968223,-95.2755571
Houston,Jandor Garden,29.7247391,-95.396968
Houston,Shadowlawn,29.7249259,-95.394717
Houston,Shadyside,29.7234471,-95.3940481
Houston,Oak Shadows,29.7232711,-95.3967938
Houston,Thirty Sunset,29.7233101,-95.397385
Houston,Warnecke,29.7246408,-95.3958411
Houston,West Eleventh Place,29.7254855,-95.3923336
Houston,Waverly Court,29.7253022,-95.3932507
Houston,Broadacres,29.7273002,-95.3968221
Houston,Ranch Estates,29.7294308,-95.3968781
Houston,Vassar Place,29.7306238,-95.3970899
Houston,Northline Terrace,29.8936845,-95.4055846
Houston,Terraces on Memorial,29.7660806,-95.6409458
Houston,Memorial Village Townhomes,29.780017,-95.5333034
Houston,Lakewood Place,30.0045758,-95.6075612
Houston,Villas at Lakewood Park,30.001384,-95.6087434
Houston,Southbrook,29.9525494,-95.4126053
Houston,Dow Acres,29.8451858,-95.5096055
Houston,Northwest Crossing,29.853474,-95.5028222
Houston,Chimney Hill,29.8870703,-95.6134673
Houston,Meadowood Estates,29.7759248,-95.2397149
Houston,Songwood,29.7779539,-95.2421793
Houston,Holiday Forest,29.7747969,-95.2252686
Houston,Wood Bayou,29.7841594,-95.2257004
Houston,Southwest Crossing,29.6291999,-95.4875357
Houston,Prestonwood Forest,29.9780907,-95.5534876
Houston,City Oaks,29.6176789,-95.3937494
Houston,Independence Heights,29.8300949,-95.3933132
Houston,Meadow Vista,29.9464403,-95.5544886
Houston,Somerset Green,29.7856638,-95.4415959
Houston,Champions Village,29.9870338,-95.1426542
Houston,Olympic Village,29.9948736,-95.1459127
Houston,Willow Run,29.8883676,-95.4248847
Houston,Hidden Valley West,29.8923564,-95.4229824
Houston,Hidden Valley,29.8929037,-95.4183599
Houston,Garden City Park,29.8863823,-95.4565335
Houston,Mahatma Gandhi District,29.7201,-95.4964083
Houston,Kensington Green,29.788267,-95.4379045
Houston,Timbergrove Point,29.7882605,-95.4397245
Houston,Timbergrove Trails,29.789853,-95.439752
Houston,Chinatown,29.7121397,-95.5474356
Houston,Spring Branch,29.8173131,-95.5078712
Houston,Spring Branch,29.8155954,-95.5073359
Houston,Wayside Village,29.8634024,-95.2795933
Houston,Greenway / Upper Kirby,29.7314431,-95.4354521
Houston,Montrose,29.7468973,-95.3961359
Houston,Houston Heights,29.7953293,-95.4047769
Houston,Washington Avenue Coalition / Memorial Park,29.7740497,-95.4104541
Houston,Fifth Ward,29.7753587,-95.3284998
Houston,Garden Villas,29.6586814,-95.3016739
Houston,Hamlin's Woodland,29.6652966,-95.2968734
Houston,Audobon Place,29.7408337,-95.3885563
Houston,Timbergrove Green,29.7883129,-95.435121
Houston,Maxroy Mews,29.7867297,-95.4311896
Houston,Palisades Park,29.7858922,-95.4272601
Houston,Acres Homes,29.869497,-95.4394497
Houston,Garden Oaks,29.82184,-95.4142988
Houston,Lazybrook,29.8033701,-95.4368807
Houston,Timbergorve Manor Section 1,29.7925712,-95.4172119
Houston,Timbergrove Manor Section 2,29.7913153,-95.4124663
Houston,Timbergrove Manor Section 3,29.787357,-95.4134213
Houston,Timbergrove Manor Section 4,29.7883906,-95.4164867
Houston,Timbergrove Manor Section 5,29.7876659,-95.4222907
Houston,Timbergrove Manor Section 6,29.79216,-95.4245577
Houston,Timbergrove Manor Section 7,29.7959763,-95.4284704
Houston,Timbergrove Manor Section 11,29.7978596,-95.4273285
Houston,Timbergrove Manor Section 12,29.7978519,-95.431456
Houston,Timbergrove Manor Section 10,29.7964462,-95.4357969
Houston,Timbergrove Manor Section 8,29.7948236,-95.4344284
Houston,Timbergrove Manor Section 9,29.7940845,-95.4354777
Houston,Timbergrove Manor Section 14,29.799624,-95.439889
Houston,Timbergrove Manor Section 13,29.7995959,-95.4435596
Houston,Lindale Park,29.8089137,-95.3635735
Houston,Avondale East,29.7459767,-95.3826972
Houston,Avondale West,29.7458711,-95.3875247
Houston,Courtlandt Place,29.7435426,-95.3838541
Houston,Old Sixth Ward,29.7660756,-95.3786828
Houston,Midtown,29.7431213,-95.3750396
Houston,Second Ward,29.7517652,-95.3262235
Houston,Fourth Ward,29.7571031,-95.3797733
Houston,Third Ward,29.7287978,-95.3549579
Houston,Museum District,29.7247013,-95.3831761
Houston,East Downtown,29.7500876,-95.3544919
Houston,Downtown,29.7585087,-95.3591944
Houston,Unknown,29.7913951,-95.378712
Houston,Cinco Ranch,29.7301352,-95.7906239
Houston,Meyerland,29.678729,-95.476044
Houston,LakeForest,29.7458666,-95.7261457
Houston,Parklake,29.752135,-95.7143062
Houston,Oak Forest,29.8294775,-95.4532071
Houston,Canterbury Village,29.7037379,-95.7503373
Houston,Canyon Gate at Cinco Ranch,29.7098303,-95.7356252
Houston,Kelliwood Greens,29.7285501,-95.7439775
Houston,Kelliwood Park,29.7279113,-95.7373489
Houston,Park Trace,29.7340195,-95.7323183
Houston,Saddlebrook Crossing,29.7187101,-95.7446356
Houston,Bayou Estates,29.6489643,-95.3490275
Houston,Royal Oaks Country Club,29.7252851,-95.5808689
Houston,Maplewood South/North,29.6743576,-95.4946908
Houston,Timbergrove Manor,29.7929126,-95.4285862
Houston,Houston,40.8277083,-96.6342375
Phoenix,Garfield,33.4552831,-112.0564307
Phoenix,Van Buren Acres,33.4476586,-112.1973338
Phoenix,Sunset Farms,33.410096,-112.2740873
Phoenix,Unknown,14.179674,121.2439958
Phoenix,Melrose District,33.5006633,-112.0868868
Phoenix,Triple Crown,33.6510479,-111.9713677
Phoenix,Silva Mountain,33.3740398,-112.1132042
Phoenix,Windsor Square,33.5129666,-112.0693294
Phoenix,Bonville Subdivision,13.952388,120.7311701
Phoenix,Tuscano,33.4156928,-112.2297435
Phoenix,Country Place,33.421109,-112.270475
Phoenix,Centura West,33.4576497,-112.1899995
Phoenix,Terralea,33.4263619,-112.1996212
Phoenix,Biltmore,33.5165717,-112.0287277
Phoenix,Lake Biltmore Village,33.5894947,-112.1213403
Phoenix,Central Park Village,33.6383617,-112.076299
Phoenix,SM Mall of Asia Complex,14.5367676,120.983434
Phoenix,Echo Canyon Residential Community,33.5210603,-111.976051
Phoenix,Laveen Meadows,33.3738623,-112.2074469
Philadelphia,Port Richmond Polish Neighborhood,39.9854255,-75.1036262
Philadelphia,Washington Square West,39.9472169,-75.1587282
Philadelphia,Boathouse Row,39.9694256,-75.1874534
Philadelphia,Naval Square,39.9438744,-75.1841504
San Antonio,La Villita,29.4217177,-98.4888274
San Antonio,Hunt Crossing,29.4216941,-98.6662925
San Antonio,Villa Amanda Residences,14.1799862,121.2434459
San Antonio,Monte Vista,29.4578084,-98.4908248
San Antonio,Brooks,29.3422808,-98.4401625
San Antonio,Unknown,29.5498998,-98.6768634
San Antonio,The Oaks of Sonterra,29.6266737,-98.5096225
San Antonio,Mountain View Acres,29.4870503,-98.6960596
San Antonio,Shavano Heights,29.5678912,-98.5639441
San Antonio,Great Northwest,29.4927312,-98.6686007
San Antonio,Five Points,29.4394584,-98.5014171
San Antonio,North San Antonio Hills,29.472321,-98.7187232
San Antonio,Crosstimber,29.6123852,-98.5370333
San Antonio,Oak Creek Estates,29.4570148,-98.7075342
San Antonio,The Enclave at Laurel Canyon,29.5454661,-98.6966144
San Antonio,La Marea,14.3644153,121.0352794
San Antonio,Santa Fe,29.4383292,-98.6701142
San Antonio,River Road,29.4532292,-98.4803944
San Antonio,Alta Vista,29.4556947,-98.5028091
San Antonio,Beacon Hill,29.4563963,-98.5080053
San Antonio,Chestnut Springs,29.4350151,-98.6646598
San Antonio,El Sendero at Weslake,29.4298121,-98.6654392
San Antonio,Lakeview,29.4259233,-98.6673709
San Antonio,The Enclave at Lakeside,29.4283482,-98.6576525
San Antonio,Bavarian Forest,29.5662857,-98.657887
San Antonio,Castle Hills Forest,29.5683986,-98.5326817
San Antonio,Summerfield Townhouses,29.5598117,-98.5337453
San Antonio,Inverness,29.5566461,-98.5392254
San Antonio,Unknown,14.179674,121.2439958
San Antonio,Legend Hills,29.6101745,-98.6153262
San Antonio,Woods of Alon,29.5504868,-98.536079
San Antonio,Elm Creek,29.5529107,-98.5530052
San Antonio,Fairways at Legacy Trails,29.4593841,-98.6749641
San Antonio,Westover Woods,29.4560732,-98.6706406
San Antonio,Silverbrook,29.5367099,-98.6701188
San Antonio,San Antonio,18.463364,-66.0951892
San Antonio,Lakeview,29.423431,-98.662881
San Antonio,Westbury Place,29.4160621,-98.6697611
San Antonio,Westlake,29.4225021,-98.6560827
San Antonio,Ridge Stone,29.365605,-98.6331741
San Antonio,Greenville West Subdvision,16.1734139,119.9452699
San Antonio,Oakland Estates,29.5359773,-98.600894
San Antonio,Shavano Highlands,29.6109771,-98.5586668
San Antonio,El Porvenir,4.2966853,-74.7993809
San Antonio,Waters Edge,29.4246587,-98.6585898
San Antonio,Shavano Forest,29.5629894,-98.5629512
San Antonio,The Gardens at Castle Hills,29.544673,-98.5262645
San Antonio,San Antonio,4.2991,-74.797927
San Antonio,Salsipuedes,4.3018451,-74.7954446
San Antonio,Alameda,4.3023338,-74.7963868
San Antonio,Liberty Village,29.3800878,-98.6479834
San Antonio,Rainbow Hills,29.4028217,-98.6569417
San Antonio,Stablewood Farms,29.3888442,-98.6507549
San Antonio,Camella Colina,14.3481102,121.0206962
San Antonio,South Peak,14.3496574,121.0329473
San Antonio,Mission Del Lago,29.3014503,-98.4833487
San Antonio,San Antonio,8.0744639,-80.9271263
San Antonio,San Antonio,8.0679984,-80.9327899
San Antonio,Reaville,14.3652281,121.0395997
San Antonio,Adelina 1,14.357686,121.0430164
San Antonio,Amil Compound,14.3622901,121.0342265
San Antonio,Adelina 2 Homes,14.3538432,121.0431697
San Antonio,Elnor Homes,14.3512843,121.043059
San Antonio,Maria Aurora Heights,14.3699929,121.0549479
San Antonio,Rene Favarolo,-29.4634893,-66.8677991
San Antonio,San Antonio,-29.4595741,-66.8611256
San Antonio,Meadows at the Reserve,29.4590583,-98.6654017
San Antonio,The Enclave at Westover Hills,29.4541783,-98.6674498
San Antonio,San Antonio,18.0809936,-66.3680576
San Antonio,Oak Park,29.506169,-98.4506048
San Antonio,Ba. Las Mercedes,-25.4021399,-54.635863
San Antonio,Heritage,29.4283566,-98.6814516
San Antonio,Park Place,29.4311999,-98.6982369
San Antonio,GSIS Compound,14.3510666,121.0392174
San Antonio,Urbanización Quintas de las Américas,18.2893105,-66.0392825
San Antonio,Unknown,10.2669735,-67.9646321
San Antonio,Unknown,10.2675784,-67.9662287
San Antonio,Urbanizacion Los Frailes,10.2695095,-67.9662373
San Antonio,Parque Residencial Amazonia,10.2707224,-67.9693789
San Antonio,La Abadia,10.2715527,-67.9709353
San Antonio,Conjunto Residencial San Fancisco,10.2647942,-67.9678709
San Antonio,Warwick Farms,29.5667936,-98.5421231
San Antonio,Oak Meadow,29.574508,-98.5380959
San Antonio,San Antonio,-25.284072,-57.7094408
San Antonio,Central,-25.2794444,-57.7023535
San Antonio,Sportivo Puerto Elsa,-25.2803848,-57.7076647
San Antonio,Virgen del Rosario,-25.2795382,-57.7094634
San Antonio,San Antonio Heights Phase 3,14.1220711,121.1524986
San Antonio,San Antonio,-33.5912983,-69.0237581
San Antonio,Bridgewood Estates,29.5123057,-98.7022633
San Antonio,Bridgewood Ranch,29.5100695,-98.7095643
San Antonio,Northwest Crossing,29.5081924,-98.6778307
San Antonio,Laurel Bend,29.5201627,-98.6860786
San Antonio,Stonefield,29.5407753,-98.6674126
San Antonio,Braun's Farm,29.5380207,-98.6766305
San Antonio,Lakeview,29.4274129,-98.6615461
San Antonio,San Antonio,-30.0233353,-59.5230066
San Antonio,Jefferson,29.4647676,-98.5325533
San Antonio,Monticello Park,29.4657895,-98.5327946
San Antonio,Hillcrest,29.485469,-98.5619243
San Antonio,Oak Hills,29.4977174,-98.5631775
San Antonio,San Antonio,7.0973554,125.6013138
San Antonio,San Antonio,-34.9273362,-58.5139475
San Antonio,Middleton,29.5051648,-98.3697906
San Antonio,San Jorge,3.9622273,-75.4719573
San Antonio,Rosemont Heights,29.5434061,-98.6596435
San Antonio,Hunters Creek,29.5646733,-98.5500413
San Antonio,Park Forest,29.5601598,-98.5592484
San Antonio,North Castle Hills,29.5526754,-98.5225194
San Antonio,Summer Hill,29.5487976,-98.5216674
San Antonio,Churchill Heights,29.5447298,-98.5211524
San Antonio,Preserve at Castle Hills,29.5389745,-98.5208474
San Antonio,Whispering Oaks,29.5443969,-98.5378027
San Antonio,Villa Manta,29.5239323,-98.5967619
San Antonio,Brycewood,29.4420935,-98.6728317
San Antonio,The Heights,29.4435347,-98.6786543
San Antonio,Westover Place,29.44211,-98.6781895
San Antonio,The Dominion,29.6547725,-98.6130667
San Antonio,Magnolia Heights,29.4441525,-98.6872649
San Antonio,San Antonio,12.1528242,-86.2765648
San Antonio,Westover Crossing,29.4406857,-98.689605
San Antonio,Westcove Village,29.4482918,-98.6915813
San Antonio,Oak Creek,29.440232,-98.7061218
San Antonio,San Antonio,3.4476462,-76.5399607
San Antonio,Point Bluff,29.6103801,-98.5478198
San Antonio,Braunridge,29.5410074,-98.687866
San Antonio,Sierra Springs,29.4395592,-98.6985237
San Antonio,Spring Vistas,29.4432775,-98.6985438
San Antonio,Achucarro,-25.4394029,-57.5492729
San Antonio,San Jorge,-25.4259353,-57.5487363
San Antonio,Acosta Ñu,-25.4173414,-57.5444108
